Index,氏名,個人DATA,試合数,チーム,背番号,ポジション,利き腕,走,S1,S2,バント,HR,2H+,2H,3H,1H*,1H+,1H,Fa,BS,BB,KS,K,ﾀﾌﾈｽ,特徴,備考,守備１,守備２,守備３,守備４,守備５,守備６,守備７,グレード,コントロール,三振,被本塁打,スタミナ,登板間隔
347,片山　楽生,02.10.07生 21試1勝0敗1S 防率2.10,21,25 Buffaloes,49,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,WP,新人,P=4,,,,,,,G=2.1,C=2.6,K=1,HR=-,S=2,I=3.0
348,川瀬　堅斗,02.06.18生 23試1勝1敗0S 防率3.66,23,25 Buffaloes,94,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,WP,準新人,P=5,,,,,,,G=1.5,C=0.9,K=1,HR=*,S=2,I=3.0
349,才木　海翔,00.06.10生 38試2勝1敗4S 防率1.87,38,25 Buffaloes,95,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,WP,準新人,P=5,,,,,,,G=2.2,C=1.9,K=2,HR=-,S=2,I=1.5
350,岩嵜　翔,89.10.21生 37試4勝1敗0S 防率2.12,37,25 Buffaloes,40,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,6/2入団,P=5,,,,,,,G=1.7,C=1.2,K=2,HR=*,S=2,I=1.0
351,寺西　成騎,02.10.18生 11試2勝3敗0S 防率5.30,11,25 Buffaloes,13,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,,新人,P=5,,,,,,,G=0.4,C=1.1,K=1,HR=-,S=4,I=6.5
352,山岡　泰輔,95.09.22生 41試5勝3敗0S 防率4.25,41,25 Buffaloes,19,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,,,P=3,,,,,,,G=0.5,C=2.7,K=2,HR=-,S=2,I=1.5
353,ペルドモ,93.05.09生 50試2勝4敗0S 防率3.17,50,25 Buffaloes,59,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,,外国人,P=5,,,,,,,G=1.9,C=3.0,K=1,HR=*,S=2,I=1.0
354,マチャド,93.04.22生 58試3勝6敗28S 防率2.28,58,25 Buffaloes,42,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,,外国人,P=4,,,,,,,G=2.9,C=2.2,K=4,HR=*,S=2,I=0.5
355,_島　泰都,99.12.03生 22試2勝1敗0S 防率3.67,22,25 Buffaloes,96,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,WP,,P=5,,,,,,,G=0.7,C=2.3,K=0,HR=*,S=4,I=5.0
356,田嶋　大樹,96.08.03生 18試7勝7敗0S 防率3.13,18,25 Buffaloes,29,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,,P=5,,,,,,,G=0.9,C=3.2,K=1,HR=-,S=7,I=6.5
357,曽谷　龍平,00.11.30生 21試8勝8敗0S 防率4.01,21,25 Buffaloes,17,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,,P=5,,,,,,,G=0.1,C=2.2,K=2,HR=-,S=6,I=5.5
358,エスピノーザ,98.03.09生 23試5勝8敗0S 防率2.98,23,25 Buffaloes,00,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,外国人,P=5,,,,,,,G=2.0,C=1.3,K=2,HR=*,S=7,I=6.0
359,宮城　大弥,01.08.25生 23試7勝3敗0S 防率2.39,23,25 Buffaloes,18,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,A,WP,,P=5,,,,,,,G=2.2,C=3.0,K=3,HR=-,S=8,I=6.0
360,九里　亜蓮,91.09.01生 25試11勝8敗0S 防率2.41,25,25 Buffaloes,22,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,A,BK,,P=5,,,,,,,G=2.7,C=1.9,K=1,HR=-,S=8,I=5.5
361,村林　一輝,97.10.06生 137試 率.281 3本,137,25 Eagles,6,内野手,右投右打,-,3,71,2,01 01 01 00 00,02 02 ** 01 01,04 04 03 03 02,** ** ** ** **,12 11 09 08 06,20 17 15 13 10,34 31 27 23 19,42 37 32 27 23,51,58 57 55 54 53,100,92 87 83 78 73,S,DB,,2B=1,3B=3,SS=2, , , , ,,,,,,
362,中島　大輔,01.06.04生 124試 率.266 6本,124,25 Eagles,32,外野手,右投左打,F,5,81,2,02 02 01 01 01,03 ** 02 02 02,05 04 04 03 03,06 06 05 04 **,14 12 10 09 07,21 18 16 14 11,35 31 27 23 19,42 37 32 27 22,51,56 55 54 53 52,100,93 90 86 82 78,A,IH,,OF=4, , , , , , ,,,,,,
363,宗山　塁,03.02.27生 122試 率.260 3本,122,25 Eagles,1,内野手,右投左打,-,4,74,0,01 01 01 00 00,03 02 02 02 01,07 06 05 04 03,** ** 06 05 04,14 12 11 09 07,20 18 16 13 11,33 30 26 22 18,47 41 36 30 25,51,57 55 54 53 52,100,92 88 83 79 75,A,DB,新人,SS=4, , , , , , ,,,,,,
364,辰己　涼介,96.12.27生 114試 率.240 7本,114,25 Eagles,8,外野手,右投左打,F,5,86,2,02 02 02 02 01,04 03 03 ** 02,06 06 05 04 03,07 ** ** 05 04,12 11 10 08 07,17 16 14 12 10,29 26 22 19 16,39 35 30 25 21,51,67 64 62 59 56,100,90 85 80 75 69,A,IH,,OF=4(C), , , , , , ,,,,,,
365,浅村　栄斗,90.11.12生 96試 率.239 9本,96,25 Eagles,3,内野手,右投右打,S,3,66,0,03 03 02 02 02,05 04 04 03 **,07 07 06 05 04,08 ** ** ** **,12 11 10 08 07,17 16 13 11 10,27 24 21 18 14,33 29 25 22 18,51,71 67 64 60 57,100,91 86 80 75 70,B,DB,,1B=3, , , , , , ,,,,,,
366,小深田大翔,95.09.28生 124試 率.217 1本,124,25 Eagles,0,内野手,右投左打,F,5,76,3,01 01 00 00 00,** ** 01 01 01,03 02 02 02 **,** 03 03 ** 02,09 08 07 06 05,15 13 11 10 08,27 24 20 17 14,33 29 25 21 17,51,68 65 62 59 56,100,92 87 82 78 73,A,IH,,2B=4, , , , , , ,,,,,,
367,フランコ,92.08.26生 101試 率.237 7本,101,25 Eagles,23,内野手,右投右打,S,3,64,0,03 02 02 02 01,04 03 03 ** 02,06 05 05 04 03,** ** ** ** **,12 10 09 08 06,17 15 13 11 10,29 25 22 19 15,39 35 30 26 21,51,61 59 57 55 53,100,92 87 83 78 73,A,負傷30(DB),外国人,3B=1, , , , , , ,,,,,,
368,黒川　史陽,01.04.17生 83試 率.299 4本,83,25 Eagles,24,内野手,右投左打,-,3,65,2,02 01 01 01 01,03 02 02 02 **,05 04 04 03 03,** 05 ** 04 **,13 12 10 09 07,21 19 16 14 11,37 33 28 24 20,46 40 35 30 24,51,66 63 60 58 55,100,93 89 85 81 76,S,DB,6/12より使用可能,1B=2,2B=3,3B=1, , , , ,,,,,,
369,ボイト,91.02.13生 67試 率.300 13本,67,25 Eagles,9,内野手,右投右打,S,2,25,2,06 05 05 04 03,07 07 06 05 04,10 09 08 07 06,** ** ** ** **,16 14 13 11 09,23 20 17 15 12,34 31 27 23 19,40 35 31 26 22,51,67 64 61 58 56,100,91 85 80 75 69,A,DB,6/24入団、外国人,1B=2, , , , , , ,,,,,,
370,太田　光,96.10.14生 111試 率.176 1本,111,25 Eagles,2,捕手,右投右打,S,2,25,4,01 01 01 00 00,02 02 02 02 01,05 05 04 03 03,07 06 05 04 **,10 09 08 07 05,14 12 11 09 07,21 19 16 14 11,28 25 21 18 15,51,67 64 61 58 56,100,90 85 79 74 69,A,DB,,C=6(T:-14), , , , , , ,,,,,,
371,ゴンザレス,98.01.10生 53試 率.229 4本,53,25 Eagles,12,外野手,右投右打,S,3,63,2,02 02 02 02 01,03 03 ** ** 02,05 04 04 03 03,** 05 ** 04 **,11 09 08 07 06,16 14 12 10 09,27 24 20 17 14,33 29 25 22 18,51,55 54 54 53 52,100,92 87 83 78 74,B,DB,6/2入団、外国人,OF=2(L), , , , , , ,,,,,,
372,鈴木　大地,89.08.18生 93試 率.238 2本,93,25 Eagles,7,内野手,右投左打,S,3,66,2,01 01 01 01 01,02 02 02 ** **,04 03 03 03 02,05 05 04 04 03,12 10 09 08 06,17 16 14 12 10,30 27 23 20 16,37 33 29 24 20,51,66 63 61 58 55,100,95 91 88 85 82,B,DB,,1B=2,3B=2,OF=2, , , , ,,,,,,
373,堀内　謙伍,97.04.15生 76試 率.256 3本,76,25 Eagles,65,捕手,右投左打,S,3,66,3,02 02 02 01 01,03 03 ** 02 02,05 04 04 03 03,** 05 ** 04 **,11 10 09 08 06,17 16 14 11 10,30 26 23 20 16,37 33 29 25 20,51,63 61 59 57 54,100,91 86 81 75 70,C,,,C=5(T:2), , , , , , ,,,,,,
374,小郷　裕哉,96.08.03生 90試 率.173 2本,90,25 Eagles,51,外野手,右投左打,F,5,79,2,02 01 01 01 01,03 03 02 02 02,07 06 05 04 03,08 07 06 05 04,12 11 09 08 06,16 14 13 11 09,25 22 19 16 13,33 30 26 22 18,51,64 61 59 57 55,100,89 83 77 70 64,B,IH,,OF=3(R), , , , , , ,,,,,,
375,渡邊　佳明,97.01.08生 75試 率.279 0本,75,25 Eagles,48,内野手,右投左打,S,2,25,2,00 00 00 00 00,01 01 01 ** **,03 02 02 02 01,** ** ** ** **,10 09 08 07 05,17 16 13 11 10,33 29 25 21 17,48 43 37 31 26,51,61 59 57 55 53,100,94 91 88 85 81,C,,,1B=2,2B=1,3B=1,OF=3, , , ,,,,,,
376,伊藤裕季也,96.08.30生 51試 率.214 1本,51,25 Eagles,39,内野手,右投右打,-,3,69,3,02 01 01 01 01,04 03 03 03 02,08 07 07 06 05,10 08 ** ** **,14 13 11 09 08,19 17 15 13 10,29 25 22 19 16,36 32 27 23 19,51,60 58 56 55 53,100,88 81 75 68 61,D,DB,,1B=2,2B=1,3B=1,OF=3, , , ,,,,,,
377,武藤　敦貴,01.06.15生 62試 率.204 0本,62,25 Eagles,50,外野手,左投左打,F,4,68,2,01 01 01 01 00,02 02 02 02 01,05 04 04 03 02,06 05 ** 04 03,11 09 08 07 06,16 14 12 10 09,26 23 20 17 14,36 32 28 23 19,51,66 64 61 58 55,100,90 84 78 72 66,C,IH,,OF=3, , , , , , ,,,,,,
378,小森航大郎,03.04.30生 33試 率.197 1本,33,25 Eagles,73,内野手,右投右打,F,4,73,2,01 01 01 00 00,** ** ** 01 01,02 02 02 ** **,** ** ** ** **,07 06 05 04 04,11 10 09 08 06,21 19 16 14 11,29 26 23 19 16,51,56 55 54 53 52,100,87 80 74 67 60,D,DB,,OF=2, , , , , , ,,,,,,
379,阿部　寿樹,89.12.03生 43試 率.219 3本,43,25 Eagles,4,内野手,右投右打,-,3,67,2,04 03 03 02 02,05 05 04 04 03,10 08 07 06 05,** 09 08 07 **,14 12 11 09 08,17 16 14 12 10,25 23 20 17 14,33 29 25 21 17,51,69 65 62 59 56,100,90 84 78 73 67,D,,,1B=2,3B=1,OF=3, , , , ,,,,,,
380,田中　和基,94.08.08生 19試 率.056 0本,19,25 Eagles,25,外野手,右投左右打,F,3,68,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,05 05 04 03 03,08 08 07 06 05,16 14 13 11 09,23 20 17 15 12,51,54 54 53 52 51,100,85 76 68 60 51,D,負傷120,,OF=2, , , , , , ,,,,,,
381,石原　彪,99.03.08生 31試 率.094 0本,31,25 Eagles,70,捕手,右投右打,S,2,25,3,01 01 01 01 00,02 ** ** ** 01,03 02 02 02 **,** ** ** ** **,06 06 05 04 03,10 09 07 06 05,16 15 13 11 09,22 20 17 15 12,51,61 59 57 55 53,100,85 77 69 61 52,D,,,C=5(T:3), , , , , , ,,,,,,
382,渡辺　翔太,00.10.29生 26試1勝0敗1S 防率3.86,26,25 Eagles,31,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,WP,,P=4,,,,,,,G=1.9,C=0.7,K=2,HR=-,S=2,I=3.0
383,津留_大成,97.10.10生 17試0勝0敗0S 防率3.62,17,25 Eagles,52,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,WP,,P=4,,,,,,,G=0.4,C=1.0,K=2,HR=-,S=3,I=5.5
384,江原　雅裕,00.08.03生 30試1勝1敗0S 防率3.45,30,25 Eagles,40,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,,新人,P=5,,,,,,,G=2.2,C=0.3,K=1,HR=-,S=2,I=2.0
385,鈴木　翔天,96.08.19生 46試2勝4敗5S 防率2.36,46,25 Eagles,56,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,WP,,P=5,,,,,,,G=3.5,C=1.0,K=4,HR=*,S=2,I=1.0
386,今野　龍太,95.05.11生 42試1勝2敗0S 防率3.61,42,25 Eagles,66,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,WP,,P=5,,,,,,,G=2.8,C=0.6,K=1,HR=-,S=2,I=1.5
387,加治屋　蓮,91.11.25生 54試2勝1敗1S 防率3.50,54,25 Eagles,41,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,,P=5,,,,,,,G=1.9,C=0.4,K=2,HR=-,S=2,I=1.0
388,ハワード,96.07.28生 9試5勝1敗0S 防率2.22,9,25 Eagles,15,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,負傷60(BK),5/14より使用可能、外国人,P=4,,,,,,,G=2.9,C=2.2,K=2,HR=*,S=6,I=5.5
389,西口　直人,96.11.14生 52試3勝1敗1S 防率1.07,52,25 Eagles,62,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,,P=4,,,,,,,G=4.9,C=2.5,K=4,HR=-,S=2,I=1.0
390,則本　昂大,90.12.17生 56試3勝4敗16S 防率3.05,56,25 Eagles,14,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,,,P=5,,,,,,,G=1.9,C=1.5,K=2,HR=-,S=2,I=1.0
391,藤平　尚真,98.09.21生 62試2勝2敗12S 防率2.11,62,25 Eagles,46,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,,P=4,,,,,,,G=3.6,C=2.0,K=4,HR=-,S=2,I=0.5
392,西垣　雅矢,99.06.21生 63試7勝1敗0S 防率1.96,63,25 Eagles,49,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,,P=5,,,,,,,G=4.4,C=0.5,K=3,HR=-,S=2,I=0.5
393,ヤフーレ,98.05.01生 14試2勝6敗0S 防率4.48,14,25 Eagles,89,投手,右投左右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,負傷60(WP),外国人,P=5,,,,,,,G=0.4,C=0.7,K=0,HR=*,S=6,I=6.0
394,早川　隆久,98.07.06生 12試2勝8敗0S 防率4.35,12,25 Eagles,21,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,負傷45(BK),,P=3,,,,,,,G=0.1,C=2.2,K=2,HR=**,S=7,I=7.0
395,荘司　康誠,00.10.13生 13試4勝4敗0S 防率3.07,13,25 Eagles,19,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,負傷30(WP),5/5より使用可能,P=4,,,,,,,G=2.5,C=1.0,K=3,HR=-,S=7,I=6.0
396,内　星龍,02.04.24生 25試3勝5敗1S 防率2.92,25,25 Eagles,69,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,WP,,P=5,,,,,,,G=2.0,C=2.3,K=0,HR=-,S=4,I=4.0
397,瀧中　瞭太,94.12.20生 15試4勝9敗0S 防率3.44,15,25 Eagles,57,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,負傷30(PO),4/16より使用可能,P=4,,,,,,,G=1.6,C=2.1,K=1,HR=-,S=7,I=6.5
398,古謝　樹,01.08.18生 19試7勝7敗0S 防率3.70,19,25 Eagles,17,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,負傷30(WP),,P=4,,,,,,,G=0.1,C=2.6,K=1,HR=-,S=7,I=6.0
399,岸　孝之,84.12.04生 19試6勝6敗0S 防率4.38,19,25 Eagles,11,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,PO,,P=6,,,,,,,G=0.4,C=2.5,K=0,HR=-,S=7,I=6.5
400,藤井　聖,96.10.03生 22試6勝7敗0S 防率3.20,22,25 Eagles,47,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,PO,,P=6,,,,,,,G=1.2,C=0.7,K=0,HR=-,S=6,I=5.5
401,ネビン,97.05.29生 137試 率.277 21本,137,25 Lions,26,外野手,右投右打,S,3,69,0,05 04 04 03 03,07 06 05 04 04,10 09 08 07 06,** ** ** ** **,16 14 12 10 09,21 19 16 14 12,33 29 25 21 17,41 36 31 27 22,51,63 61 59 57 54,100,94 91 87 84 80,S,DB,外国人,1B=4, , , , , , ,,,,,,
402,西川　愛也,99.06.10生 124試 率.264 10本,124,25 Lions,51,外野手,右投左打,F,5,79,2,02 02 02 02 01,05 04 03 03 02,08 08 07 06 05,10 09 ** ** **,15 14 12 10 08,21 19 16 14 12,33 29 25 22 18,40 35 31 26 22,51,61 59 57 55 54,100,94 90 86 83 79,A,IH,,OF=4(C), , , , , , ,,,,,,
403,渡部　聖弥,02.08.31生 109試 率.259 12本,109,25 Lions,8,外野手,右投右打,S,3,66,0,03 03 03 02 02,05 04 04 03 03,08 07 06 05 05,** 08 07 06 **,15 13 11 09 08,20 18 16 13 11,31 28 24 21 17,38 34 29 25 20,51,58 56 55 54 52,100,92 87 82 77 73,A,DB,新人,OF=3(L), , , , , , ,,,,,,
404,長谷川信哉,02.05.17生 132試 率.225 6本,132,25 Lions,63,外野手,右投右打,F,4,73,3,02 02 01 01 01,03 03 03 02 02,07 06 05 04 03,** ** 06 05 04,12 11 09 08 06,17 15 13 11 09,27 24 20 17 14,36 32 28 23 19,51,62 60 58 56 54,100,95 92 88 85 82,S,IH,,OF=4, , , , , , ,,,,,,
405,滝澤　夏央,03.08.13生 125試 率.234 0本,125,25 Lions,62,内野手,右投左打,F,5,77,3,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,08 07 06 06 05,15 14 12 10 08,29 26 23 19 16,34 30 26 23 19,51,61 59 57 55 54,100,93 89 85 81 76,A,IH,,2B=4,3B=1,SS=3, , , , ,,,,,,
406,外崎　修汰,92.12.20生 115試 率.234 5本,115,25 Lions,5,内野手,右投右打,-,4,73,2,02 01 01 01 01,03 02 02 02 02,06 05 04 04 03,** ** 05 ** **,11 10 09 07 06,16 14 13 11 09,27 24 21 17 14,39 35 30 26 21,51,65 62 60 57 55,100,92 88 83 79 75,A,DB,,3B=2,OF=2(R), , , , , ,,,,,,
407,源田　壮亮,93.02.16生 104試 率.209 0本,104,25 Lions,6,内野手,右投左打,F,4,71,3,00 00 00 00 00,01 01 01 01 01,04 04 03 03 02,06 05 05 04 03,11 10 08 07 06,16 14 12 10 09,25 23 20 17 14,34 30 26 22 19,51,61 59 58 56 54,100,93 88 84 80 75,A,IH,,SS=4, , , , , , ,,,,,,
408,古賀　悠斗,99.09.10生 112試 率.228 7本,112,25 Lions,22,捕手,右投右打,S,3,67,3,03 02 02 02 02,04 03 03 03 **,06 05 05 04 03,** ** ** ** **,11 10 09 07 06,16 14 13 11 09,27 24 20 17 14,31 28 24 21 17,51,65 63 60 57 55,100,91 87 82 77 72,A,,,C=6(T:-1), , , , , , ,,,,,,
409,セデーニョ,98.08.22生 74試 率.228 7本,74,25 Lions,40,内野手,右投右打,S,2,25,0,04 04 03 03 02,05 05 04 ** 03,07 07 06 05 04,08 ** ** ** 05,13 12 10 08 07,18 16 14 12 10,28 25 22 18 15,36 32 28 23 19,51,61 59 57 55 53,100,90 84 79 73 68,C,DB,外国人,1B=2, , , , , , ,,,,,,
410,山村　崇嘉,02.09.28生 71試 率.246 4本,71,25 Lions,32,内野手,右投左打,-,3,64,2,02 02 02 01 01,04 03 03 02 02,07 06 05 04 03,** ** ** 05 04,13 11 10 08 07,18 16 14 12 10,30 26 23 19 16,40 36 31 26 22,51,60 59 57 55 53,100,93 89 85 81 77,C,DB,,1B=2,2B=1,3B=2, , , , ,,,,,,
411,平沼　翔太,97.08.16生 60試 率.218 0本,60,25 Lions,31,外野手,右投左打,F,4,74,2,00 00 00 00 00,02 02 01 01 01,05 05 04 03 03,06 ** ** 04 **,12 11 09 08 06,17 16 14 12 10,30 27 23 20 16,36 32 28 24 20,51,57 56 55 54 52,100,92 88 83 78 74,C,IH,,1B=2,2B=1,3B=2,OF=2, , , ,,,,,,
412,デービス,93.04.27生 36試 率.204 3本,36,25 Lions,10,内野手,右投右打,S,2,25,2,03 02 02 02 02,04 03 03 03 **,06 06 05 04 03,** ** ** ** **,11 10 08 07 06,16 14 12 10 08,25 22 19 16 14,31 28 24 20 17,51,66 64 61 58 55,100,92 87 82 77 73,B,DB,7/16入団、外国人,3B=2, , , , , , ,,,,,,
413,中村　剛也,83.08.15生 44試 率.240 3本,44,25 Lions,60,内野手,右投右打,S,2,25,2,04 03 03 02 02,06 05 04 04 03,10 09 08 06 05,** ** ** ** **,14 12 11 09 07,17 16 14 12 10,25 23 20 17 14,32 28 25 21 17,51,63 61 58 56 54,100,89 83 76 70 64,C,負傷60(DB),, , , , , , , ,,,,,,
414,仲田　慶介,99.07.25生 60試 率.230 0本,60,25 Lions,00,内野手,右投左右打,-,4,65,2,00 00 00 00 00,01 01 01 01 **,03 03 03 02 02,** ** ** ** **,08 08 07 06 05,14 13 11 09 08,25 22 20 17 14,31 27 24 20 16,51,58 57 55 54 53,100,92 87 82 77 72,C,DB,準新人,2B=2,3B=1,SS=1,OF=2, , , ,,,,,,
415,元山　飛優,98.12.04生 49試 率.153 0本,49,25 Lions,30,内野手,右投左打,S,2,25,3,01 01 00 00 00,03 02 02 02 02,07 06 06 05 04,** ** ** ** **,11 09 08 07 06,14 12 11 09 07,21 18 16 13 11,25 22 20 17 14,51,55 54 53 52 51,100,90 84 78 73 67,D,,,1B=2,2B=3,3B=1,SS=1, , , ,,,,,,
